,Unnamed: 0,id,GRB_name,GRB_name_Fermi,T0,T0_source,ra,ra_source,decl,decl_source,pos_error,pos_error_source,T90,T90_source,T90_error,T90_error_source,T90_start,T90_start_source,fluence,fluence_source,fluence_error,fluence_error_source,redshift,redshift_source,T100,GBM_located,mjd,mjd_source,Alpha,Alpha_err_pos,Alpha_err_neg
48,620,621,GRB110818A,GRB110818860,74264.23700000001,Fermi_GBM,317.3369583333333,Swift,-63.981027777777776,Swift,0.0001812185673606,Swift,67.073,Fermi_GBM,3.916,Fermi_GBM,74264.23700000001,Fermi_GBM,5.1538e-06,Fermi_GBM,3.3148e-08,Fermi_GBM,3.36,"GCN_circulars,Optical",107.763,0,55791.85953978009,Fermi_GBM,-1.053983,0.555235,0.555235
49,649,650,GRB111107A,GRB111107035,3023.948,Fermi_GBM,129.47775,Swift,-66.52008333333333,Swift,8.413719198889624e-05,Swift,12.032,Fermi_GBM,0.923,Fermi_GBM,3023.948,Fermi_GBM,9.073e-07,Fermi_GBM,3.4762e-08,Fermi_GBM,2.893,,26.652,0,55872.03499939815,Fermi_GBM,-1.251887,0.4928986,0.4928986
50,652,653,GRB111117A,GRB111117510,44021.0,"GCN_circulars,Swift Det",12.704166666666666,IPN,23.016666666666666,IPN,0.05,IPN,0.432,Fermi_GBM,0.082,Fermi_GBM,44021.965,Fermi_GBM,5.6389e-07,Fermi_GBM,1.2828e-08,Fermi_GBM,2.211,IPN,1.397,0,55882.50950231482,"GCN_circulars,Swift Det",-0.4676512,0.5436388,0.5436388
51,670,671,GRB111228A,GRB111228657,56681.394,Fermi_GBM,150.06670833333334,Swift,18.297722222222223,Swift,9.708137537180334e-05,Swift,99.842,Fermi_GBM,2.111,Fermi_GBM,56681.394,Fermi_GBM,1.8138e-05,Fermi_GBM,5.7948e-08,Fermi_GBM,0.714,"GCN_circulars,Other",102.806,0,55923.65603465278,Fermi_GBM,-1.584363,0.07139528,0.07139528
52,677,678,GRB120118B,GRB120118709,61219.616,Fermi_GBM,124.871,Swift,-7.18475,Swift,0.0001812185673606,Swift,37.825,Fermi_GBM,12.586,Fermi_GBM,61219.616,Fermi_GBM,2.6631e-06,Fermi_GBM,4.668e-08,Fermi_GBM,2.943,"GCN_circulars,Other",37.825,0,55944.70856037037,Fermi_GBM,-0.2969581,0.496439,0.496439
53,678,679,GRB120119A,GRB120119170,14665.06,"GCN_circulars,Fermi GBM Det",120.028875,Swift,-9.081583333333333,Swift,7.637068195915197e-05,Swift,55.297,Fermi_GBM,6.229,Fermi_GBM,14668.136,Fermi_GBM,3.8673e-05,Fermi_GBM,1.3587e-07,Fermi_GBM,1.728,,258.95,0,55945.16973449074,"GCN_circulars,Fermi GBM Det",-0.9549604,0.06601751,0.06601751
54,690,691,GRB120302A,GRB120302080,6934.0,"GCN_circulars,Fermi GBM Det",122.39808333333332,Swift,29.628083333333333,Swift,7.766510029744268e-05,Swift,80.384,Fermi_GBM,16.927,Fermi_GBM,6934.77,Fermi_GBM,2.5347e-06,Fermi_GBM,5.5075e-08,Fermi_GBM,0.7,"GCN_circulars,GROND",81.154,0,55988.08025462963,"GCN_circulars,Fermi GBM Det",-1.352882,0.2483733,0.2483733
55,700,701,GRB120326A,GRB120326056,4829.0,"GCN_circulars,Swift Det",273.90470833333336,Swift,69.25982222222223,Swift,6.472091691453557e-05,Swift,11.776,Fermi_GBM,1.81,Fermi_GBM,4830.233,Fermi_GBM,3.2583e-06,Fermi_GBM,4.8406e-08,Fermi_GBM,1.798,"GCN_circulars,Optical",69.6,0,56012.0558912037,"GCN_circulars,Swift Det",-0.6790064,0.7233584,0.7233584
56,731,732,GRB120624B,GRB120624933,80377.90599999999,Fermi_GBM,170.88462,Fermi_LAT,8.9285556,Fermi_LAT,8.3331e-05,Fermi_LAT,271.364,Fermi_GBM,4.58,Fermi_GBM,80377.90599999999,Fermi_GBM,0.00019164,Fermi_GBM,1.9778e-07,Fermi_GBM,1.3487,,271.364,0,56102.930299837964,Fermi_GBM,-0.9156927,0.04797626,0.04797626
57,733,734,GRB120707A,GRB120707800,69137.42,"GCN_circulars,Fermi GBM Det",291.874,"GCN_circulars,IPN Triangulation",-32.77,"GCN_circulars,IPN Triangulation",,,40.96,Fermi_GBM,4.238,Fermi_GBM,69138.94900000001,Fermi_GBM,9.355e-05,Fermi_GBM,7.0713e-07,Fermi_GBM,1.405,"GCN_circulars,Konus-Wind Det",42.489,0,56115.80020162037,"GCN_circulars,Fermi GBM Det",-1.031019,0.08300519,0.08300519
58,735,736,GRB120711A,GRB120711115,9888.0,"GCN_circulars,INTEGRAL",94.678496,Fermi_LAT,-70.999106,Fermi_LAT,0.0,Fermi_LAT,44.033,Fermi_GBM,0.724,Fermi_GBM,9955.759,Fermi_GBM,0.00019428,Fermi_GBM,2.2751e-07,Fermi_GBM,1.80375,,111.792,0,56119.11444444444,"GCN_circulars,INTEGRAL",-0.9844215,0.03961831,0.03961831
59,737,738,GRB120712A,GRB120712571,49343.814,Fermi_GBM,169.58854166666669,Swift,-20.03380555555556,Swift,6.472091691453557e-05,Swift,22.528,Fermi_GBM,5.431,Fermi_GBM,49343.814,Fermi_GBM,4.4305e-06,Fermi_GBM,4.5111e-08,Fermi_GBM,4.15,"GCN_circulars,Other",22.528,0,56120.571108958335,Fermi_GBM,6.104989,0.5572703,0.5572703
60,740,741,GRB120716A,GRB120716712,61503.908,Fermi_GBM,313.0875,IPN,9.55,IPN,2.0166666666666666,IPN,226.048,Fermi_GBM,1.056,Fermi_GBM,61504.164,Fermi_GBM,1.2651e-05,Fermi_GBM,3.2161e-08,Fermi_GBM,2.486,,226.304,0,56124.71185078704,Fermi_GBM,-0.8945702,0.2148574,0.2148574
61,744,745,GRB120729A,GRB120729456,39371.641,Fermi_GBM,13.074291666666667,Swift,49.93975,Swift,6.472091691453557e-05,Swift,25.472,Fermi_GBM,2.612,Fermi_GBM,39371.641,Fermi_GBM,5.0787e-06,Fermi_GBM,5.2985e-08,Fermi_GBM,0.8,"GCN_circulars,Other",73.859,0,56137.45569028935,Fermi_GBM,-1.561699,0.06955421,0.06955421
62,754,755,GRB120811C,GRB120811649,56087.924,Fermi_GBM,199.68258333333333,Swift,62.300777777777775,Swift,6.730975359111699e-05,Swift,14.336,Fermi_GBM,6.557,Fermi_GBM,56087.924,Fermi_GBM,3.4466e-06,Fermi_GBM,2.1134e-07,Fermi_GBM,2.671,,30.876,0,56150.64916578704,Fermi_GBM,-0.702753,2.68651,2.68651
63,763,764,GRB120907A,GRB120907017,1462.591,Fermi_GBM,74.75,Swift,-9.315,Swift,6.730975359111699e-05,Swift,5.76,Fermi_GBM,1.778,Fermi_GBM,1462.591,Fermi_GBM,8.0914e-07,Fermi_GBM,4.0838e-08,Fermi_GBM,0.97,"GCN_circulars,Other",17.309,0,56177.016928136574,Fermi_GBM,-0.8553199,0.2827887,0.2827887
64,764,765,GRB120909A,GRB120909070,6081.63,Fermi_GBM,275.7365416666667,Swift,-59.44861111111111,Swift,0.0001812185673606,Swift,112.066,Fermi_GBM,10.419,Fermi_GBM,6081.63,Fermi_GBM,9.848e-06,Fermi_GBM,1.5373e-07,Fermi_GBM,3.93,"GCN_circulars,Optical",112.066,0,56179.07038923611,Fermi_GBM,-0.8435762,0.1609125,0.1609125
65,774,775,GRB120922A,GRB120922939,81015.808,Fermi_GBM,234.7483333333333,Swift,-20.18175,Swift,8.413719198889624e-05,Swift,182.275,Fermi_GBM,19.777,Fermi_GBM,81015.808,Fermi_GBM,8.208e-06,Fermi_GBM,1.6867e-07,Fermi_GBM,3.1,,185.192,0,56192.93768296296,Fermi_GBM,-0.5366461,0.4619222,0.4619222
66,779,780,GRB121011A,GRB121011469,40525.0,Fermi_LAT,260.21345833333334,Swift,41.11030555555556,Swift,6.730975359111699e-05,Swift,65.793,Fermi_GBM,4.382,Fermi_GBM,40526.721,Fermi_GBM,3.9843e-06,Fermi_GBM,3.626e-08,Fermi_GBM,0.58,"GCN_circulars,retraction",80.6,0,56211.469039351854,Fermi_LAT,-0.804062,0.2843763,0.2843763
67,789,790,GRB121031A,GRB121031949,82007.875,Fermi_GBM,170.77020833333333,Swift,-3.517027777777778,Swift,0.0001812185673606,Swift,242.436,Fermi_GBM,4.404,Fermi_GBM,82007.875,Fermi_GBM,1.454e-05,Fermi_GBM,1.3755e-07,Fermi_GBM,0.1126,"GCN_circulars,Swift Det",448.125,0,56231.94916521991,Fermi_GBM,-0.8978037,0.2163047,0.2163047
68,795,796,GRB121123A,GRB121123421,36161.0,"GCN_circulars,Swift Det",307.3179166666667,Swift,-11.85988888888889,Swift,5.69544068847913e-05,Swift,102.338,Fermi_GBM,31.849,Fermi_GBM,36364.426,Fermi_GBM,2.1978e-05,Fermi_GBM,7.8803e-07,Fermi_GBM,2.7,"GCN_circulars,GROND",317.0,0,56254.41853009259,"GCN_circulars,Swift Det",-0.4496164,0.2316975,0.2316975
69,798,799,GRB121128A,GRB121128212,18337.0,"GCN_circulars,Swift Det",300.6,Swift,54.29975,Swift,6.472091691453557e-05,Swift,17.344,Fermi_GBM,0.923,Fermi_GBM,18350.191,Fermi_GBM,9.2979e-06,Fermi_GBM,1.1379e-07,Fermi_GBM,2.2,,30.535,0,56259.21223379629,"GCN_circulars,Swift Det",-0.6837352,0.08970299,0.08970299
70,803,804,GRB121211A,GRB121211574,49620.518,Fermi_GBM,195.53329166666663,Swift,30.1485,Swift,6.730975359111699e-05,Swift,5.632,Fermi_GBM,1.717,Fermi_GBM,49620.518,Fermi_GBM,6.4144e-07,Fermi_GBM,3.9522e-08,Fermi_GBM,1.023,,183.482,0,56272.574311550925,Fermi_GBM,-0.2935856,0.417642,0.417642
71,805,806,GRB121217A,GRB121217313,26194.155,Fermi_GBM,153.70966666666666,Swift,-62.35091666666667,Swift,7.766510029744268e-05,Swift,828.672,Fermi_GBM,11.363,Fermi_GBM,26194.155,Fermi_GBM,6.7667e-06,Fermi_GBM,6.5604e-08,Fermi_GBM,0.8,"GCN_circulars,Other",850.845,0,56278.30317309028,Fermi_GBM,-0.8883399,0.3863979,0.3863979
72,818,819,GRB130215A,GRB130215063,5480.392000000001,Fermi_GBM,43.486,Swift,13.387,Swift,0.0116497650446164,Swift,143.746,Fermi_GBM,13.029,Fermi_GBM,5480.392000000001,Fermi_GBM,1.8583e-05,Fermi_GBM,3.2686e-07,Fermi_GBM,0.597,,143.746,0,56338.06343046296,Fermi_GBM,-1.059086,0.2642506,0.2642506
73,838,839,GRB130420A,GRB130420313,26909.0,"GCN_circulars,Swift Det",196.10645833333336,Swift,59.424194444444446,Swift,6.472091691453557e-05,Swift,104.962,Fermi_GBM,8.809,Fermi_GBM,26960.276,Fermi_GBM,1.1593e-05,Fermi_GBM,2.4326e-07,Fermi_GBM,1.297,Swift,156.238,0,56402.31144675926,"GCN_circulars,Swift Det",-0.936551,0.4952698,0.4952698
74,841,842,GRB130427A,GRB130427324,28026.0,Fermi_LAT,173.13595833333332,Swift,27.697694444444444,Swift,0.0004530464184017,Swift,138.242,Fermi_GBM,3.238,Fermi_GBM,28030.516,Fermi_GBM,0.002462,Fermi_GBM,1.238e-06,Fermi_GBM,0.34,,213.83,0,56409.324375,Fermi_LAT,-1.017697,0.005954202,0.005954202
75,855,856,GRB130518A,GRB130518580,50077.0,Fermi_LAT,355.66781,Fermi_LAT,47.46493,Fermi_LAT,0.000138885,Fermi_LAT,48.577,Fermi_GBM,0.916,Fermi_GBM,50087.445,Fermi_GBM,9.4591e-05,Fermi_GBM,1.5428e-07,Fermi_GBM,2.489,,59.022,0,56430.57959490741,Fermi_LAT,-0.8628715,0.03136229,0.03136229
76,872,873,GRB130610A,GRB130610133,11527.942,Fermi_GBM,224.42033333333333,Swift,28.207166666666662,Swift,6.601533525282628e-05,Swift,21.76,Fermi_GBM,1.639,Fermi_GBM,11527.942,Fermi_GBM,3.5444e-06,Fermi_GBM,4.5972e-08,Fermi_GBM,2.092,"GCN_circulars,Swift-XRT Other",51.458,0,56453.13342525463,Fermi_GBM,-1.594516,0.2828093,0.2828093
77,874,875,GRB130612A,GRB130612141,12140.801,Fermi_GBM,259.79408333333333,Swift,16.71997222222222,Swift,6.86041719294077e-05,Swift,7.424,Fermi_GBM,6.192,Fermi_GBM,12140.801,Fermi_GBM,6.8023e-07,Fermi_GBM,6.2593e-08,Fermi_GBM,2.006,,7.424,0,56455.14051853009,Fermi_GBM,0.3295284,2.058569,2.058569
78,885,886,GRB130702A,GRB130702004,323.0,Fermi_LAT,217.31158,Fermi_LAT,15.774,Fermi_LAT,0.0,Fermi_LAT,58.881,Fermi_GBM,6.192,Fermi_GBM,323.847,Fermi_GBM,5.7156e-06,Fermi_GBM,1.2069e-07,Fermi_GBM,0.145,"GCN_circulars,Optical",59.728,0,56475.00373842593,Fermi_LAT,-0.1735517,28.15692,28.15692
79,913,914,GRB130925A,GRB130925164,14179.446,Fermi_GBM,41.17904166666666,Swift,-26.153194444444445,Swift,0.0001812185673606,Swift,6.4,Fermi_GBM,2.429,Fermi_GBM,14179.446,Fermi_GBM,6.3406e-07,Fermi_GBM,2.748e-08,Fermi_GBM,0.347,"GCN_circulars,Optical",215.555,0,56560.16411395833,Fermi_GBM,0.7098026,8.422412,8.422412
80,919,920,GRB131004A,GRB131004904,78063.0,"GCN_circulars,Swift Det",296.112875,Swift,-2.9584444444444444,Swift,7.119300860598914e-05,Swift,1.152,Fermi_GBM,0.59,Fermi_GBM,78063.49,Fermi_GBM,5.0994e-07,Fermi_GBM,1.9109e-08,Fermi_GBM,0.717,"GCN_circulars,Optical",1.642,0,56569.90350694444,"GCN_circulars,Swift Det",-1.364347,0.4917393,0.4917393
81,920,921,GRB131011A,GRB131011741,64050.363,Fermi_GBM,2.0,"GCN_circulars,Optical",-4.0,"GCN_circulars,Optical",0.0001,"GCN_circulars,Optical",77.057,Fermi_GBM,2.996,Fermi_GBM,64050.363,Fermi_GBM,8.8767e-06,Fermi_GBM,6.4368e-08,Fermi_GBM,1.874,,77.057,0,56576.74132364583,Fermi_GBM,-0.8778136,0.4336878,0.4336878
82,931,932,GRB131105A,GRB131105087,7484.0,"GCN_circulars,Swift Det",70.96741666666667,Swift,-62.99519444444445,Swift,0.0001812185673606,Swift,112.642,Fermi_GBM,0.462,Fermi_GBM,7495.987,Fermi_GBM,2.3777e-05,Fermi_GBM,1.1076e-07,Fermi_GBM,1.686,,124.629,0,56601.08662037037,"GCN_circulars,Swift Det",-1.263348,0.06248273,0.06248273
83,932,933,GRB131108A,GRB131108862,74512.947,"GCN_circulars,Konus-Wind Det",156.502,Fermi_LAT,9.6622361,Fermi_LAT,0.0001389,Fermi_LAT,18.176,Fermi_GBM,0.572,Fermi_GBM,74516.07900000001,Fermi_GBM,3.5676e-05,Fermi_GBM,1.3445e-07,Fermi_GBM,2.4,"GCN_circulars,Fermi LAT Other",21.308,0,56604.86241836806,"GCN_circulars,Konus-Wind Det",-0.9139562,0.06213379,0.06213379
84,943,944,GRB131202A,GRB131202633,54726.499,Fermi_GBM,344.05425,Swift,-21.662472222222224,Swift,0.0002071069341265,Swift,19.968,Fermi_GBM,7.748,Fermi_GBM,54726.499,Fermi_GBM,8.1695e-07,Fermi_GBM,5.258e-08,Fermi_GBM,7.5,,32.901,0,56628.63340855324,Fermi_GBM,-0.9056658,0.3891455,0.3891455
85,954,955,GRB131231A,GRB131231198,17116.08,Fermi_LAT,10.590271,Fermi_LAT,-1.6529472,Fermi_LAT,8.3e-05,Fermi_LAT,31.232,Fermi_GBM,0.572,Fermi_GBM,17129.395,Fermi_GBM,0.00015194,Fermi_GBM,1.1938e-07,Fermi_GBM,0.642,"GCN_circulars,Optical",44.547,0,56657.19810277778,Fermi_LAT,-1.217703,0.02152276,0.02152276
86,960,961,GRB140108A,GRB140108721,62322.0,"GCN_circulars,Swift Det",325.11229166666664,Swift,58.744416666666666,Swift,0.0001812185673606,Swift,91.393,Fermi_GBM,2.36,Fermi_GBM,62324.524,Fermi_GBM,1.9727e-05,Fermi_GBM,2.4767e-07,Fermi_GBM,0.6,"GCN_circulars,Swift-XRT Other",94.0,0,56665.72131944444,"GCN_circulars,Swift Det",-1.292009,0.06958497,0.06958497
87,966,967,GRB140206A,GRB140206304,26240.0,"GCN_circulars,Swift Det",145.3344166666667,Swift,66.76072222222223,Swift,6.472091691453557e-05,Swift,27.264,Fermi_GBM,1.243,Fermi_GBM,26296.495,Fermi_GBM,1.552e-05,Fermi_GBM,7.4778e-08,Fermi_GBM,2.73,"GCN_circulars,Optical",93.6,0,56694.30370370371,"GCN_circulars,Swift Det",0.05490198,0.2084185,0.2084185
88,970,971,GRB140213A,GRB140213807,69692.348,Fermi_GBM,105.15470833333336,Swift,-73.13708333333334,Swift,6.601533525282628e-05,Swift,18.624,Fermi_GBM,0.716,Fermi_GBM,69693.116,Fermi_GBM,2.1248e-05,Fermi_GBM,6.5441e-08,Fermi_GBM,1.2076,"GCN_circulars,Optical",64.652,0,56701.80662439815,Fermi_GBM,-1.125799,0.05554908,0.05554908
89,977,978,GRB140304A,GRB140304557,48146.10600000001,Fermi_GBM,30.642750000000003,Swift,33.47380555555556,Swift,0.0002071069341265,Swift,31.232,Fermi_GBM,8.719,Fermi_GBM,48146.10600000001,Fermi_GBM,2.4286e-06,Fermi_GBM,3.1646e-08,Fermi_GBM,5.283,"GCN_circulars,Optical",31.232,0,56720.55724659722,Fermi_GBM,-0.7892664,0.5372197,0.5372197
90,996,997,GRB140408A,GRB140408553,47754.0,"GCN_circulars,Swift Det",290.71595833333333,Swift,-12.595138888888888,Swift,0.0002329953008923,Swift,7.68,Fermi_GBM,3.367,Fermi_GBM,47754.218,Fermi_GBM,6.571e-07,Fermi_GBM,5.4178e-08,Fermi_GBM,4.0,"GCN_circulars,GROND",7.898,0,56755.552708333336,"GCN_circulars,Swift Det",1.166238,18.94585,18.94585
91,1002,1003,GRB140423A,GRB140423356,30691.98,Fermi_GBM,197.2855833333333,Swift,49.8415,Swift,6.213208023795415e-05,Swift,95.233,Fermi_GBM,11.585,Fermi_GBM,30691.98,Fermi_GBM,1.8062e-05,Fermi_GBM,1.2224e-07,Fermi_GBM,3.26,"GCN_circulars,Other",155.02,0,56770.35523125,Fermi_GBM,-0.5541599,0.4134865,0.4134865
92,1008,1009,GRB140506A,GRB140506880,76052.909,Fermi_GBM,276.7751666666666,Swift,-55.63575,Swift,5.565998854650059e-05,Swift,64.128,Fermi_GBM,2.005,Fermi_GBM,76052.909,Fermi_GBM,6.5933e-06,Fermi_GBM,1.1836e-07,Fermi_GBM,0.889,,114.191,0,56783.88024200231,Fermi_GBM,-1.17951,0.1982788,0.1982788
93,1009,1010,GRB140508A,GRB140508128,11034.598,Fermi_GBM,255.6291666666667,IPN,46.75,IPN,1.5,IPN,44.288,Fermi_GBM,0.231,Fermi_GBM,11037.414,Fermi_GBM,6.1432e-05,Fermi_GBM,1.2084e-07,Fermi_GBM,1.0285,,47.104,0,56785.12771525463,Fermi_GBM,-1.181758,0.040205,0.040205
94,1012,1013,GRB140512A,GRB140512814,70302.5,"GCN_circulars,Fermi GBM Det",289.36991666666665,Swift,-15.094222222222225,Swift,7.89595186357334e-05,Swift,147.97,Fermi_GBM,2.36,Fermi_GBM,70304.54999999999,Fermi_GBM,2.9345e-05,Fermi_GBM,8.1353e-08,Fermi_GBM,0.725,"GCN_circulars,Other",161.3,0,56789.81368634259,"GCN_circulars,Fermi GBM Det",-1.225353,0.05188626,0.05188626
95,1023,1024,GRB140606B,GRB140606133,11510.769,"GCN_circulars,Konus-Wind Det",327.75,IPN,33.68333333333333,IPN,3.0,IPN,22.784,Fermi_GBM,2.064,Fermi_GBM,11512.118,Fermi_GBM,7.5928e-06,Fermi_GBM,4.4719e-08,Fermi_GBM,0.384,"GCN_circulars,Optical",24.133,0,56814.13322649305,"GCN_circulars,Konus-Wind Det",-1.239349,0.05213189,0.05213189
96,1032,1033,GRB140620A,GRB140620219,18914.193,Fermi_GBM,281.87083333333334,IPN,49.73333333333333,IPN,2.0,IPN,45.825,Fermi_GBM,12.13,Fermi_GBM,18914.193,Fermi_GBM,6.1453e-06,Fermi_GBM,6.403e-08,Fermi_GBM,2.04,IPN,45.825,0,56828.21891427083,Fermi_GBM,-0.8496537,0.4515223,0.4515223
